sku,nombre,codigo_barras,marca,via_recomendada
"DERM-I01295","Uriage Roseliane Crema Anti-rougeurs 40 ML","3661434003394","URIAGE","sitio oficial de marca"
"DERM-I01297","Uriage Xemose Balsamo DE Aceite Calmante Anti Picazón 500 ML","3661434006968","URIAGE","sitio oficial de marca"
"DERM-I01300","Vadun Ungüento 30G","7460082542011","VADUN","buscar o foto propia"
"DERM-I01301","Valtrex 500 MG","","VALTREX","buscar o foto propia"
"DERM-I01302","Valtrex 500MG Caja X 10 Tabletas","","VALTREX","buscar o foto propia"
"DERM-I01303","Valuge Lumisol Serum Contorno DE Ojos","7798095330302","VALUGE","buscar o foto propia"
"DERM-I01304","Vanece Plus GEL 15G","8030082001116","VANECE","buscar o foto propia"
"DERM-I01305","Vaselina LIP Azul","0850050048381","VASELINA","buscar o foto propia"
"DERM-I01306","Vaselina Lips Rosado","0859581006853","VASELINA","buscar o foto propia"
"DERM-I01307","Vaseline Blueseal Aloe Fresh","","VASELINE","buscar o foto propia"
"DERM-I01308","Vaseline Blueseal Baby","","VASELINE","buscar o foto propia"
"DERM-I01309","Vaseline Blueseal Cocoa Butter","","VASELINE","buscar o foto propia"
"DERM-I01310","Vaseline Blueseal Original","","VASELINE","buscar o foto propia"
"DERM-I01311","Vaseline Blueseal Vitamina E","","VASELINE","buscar o foto propia"
"DERM-I01312","Vichy Dercos Acondicionador Anticaspa 200 ML","3337875908917","VICHY","sitio oficial de marca"
"DERM-I01313","Vichy Dercos Serum Anticaspa 200 ML","3337875908900","VICHY","sitio oficial de marca"
"DERM-I01314","Vichy Dercos Shampoo 390 ML","3337875909006","VICHY","sitio oficial de marca"
"DERM-I01315","Vichy Dercos Shampoo Anticaspa 200 ML","3337875908979","VICHY","sitio oficial de marca"
"DERM-I01316","Vichy Dermablend 3D Corrective Foundation 16H #45","3337871332327","VICHY","sitio oficial de marca"
"DERM-I01317","Vichy Dermablend 3D Corrective Foundation 16H #55","","VICHY","sitio oficial de marca"
"DERM-I01321","Vichy Liftactiv Retinol HA Concentrate 30ML","3337871325008","VICHY","sitio oficial de marca"
"DERM-I01327","Vichy Mineral 89 Crema Hidratante 72H Textura","","VICHY","sitio oficial de marca"
"DERM-I01334","Vichy Normaderm Phytoaction Daily Deep Cleansing GEL 400 ML","3337875837378","VICHY","sitio oficial de marca"
"DERM-I01336","Vichy Purete Thermale GEL Fresh Cleansing GEL 400 ML","3337875862066","VICHY","sitio oficial de marca"
"DERM-I01337","Vitilsi GEL 40 G","7640137419004","VITILSI","buscar o foto propia"
"DERM-I01338","Vitybell Caja 30 Capsulas","7703153042080","VITYBELL","buscar o foto propia"
"DERM-I01339","Vitybell FEM 60 Tabletas DE Gelatina","7703153042165","VITYBELL","buscar o foto propia"
"DERM-I01340","Xaltax 20 MG Caja","7468517134152","XALTAX","buscar o foto propia"
"DERM-I01341","Xaltax 40 MG","7468517134695","XALTAX","buscar o foto propia"
"DERM-I01342","ZO Leukoplast","","ZO","buscar o foto propia"
